Phân loại;Quận;Phường;Khu vực;Vị trí cụ thể;Điểm đầu;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15897335, 108.1864969;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15512239, 108.1872472;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15517619, 108.1877684;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15282448, 108.1898414;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.14903272, 108.1953282;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.14528877, 108.1977069;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.14698446, 108.2115547;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13744379, 108.2074139;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.1396209, 108.2086535;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11492597, 108.2294699;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.10949884, 108.2334833;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.10450949, 108.2422416;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.10027612, 108.2454092;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.52558673, 108.0217198;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.15681175, 108.0829784;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.05054519, 108.0874017;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.04908188, 108.0849735;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.04845913, 108.0825271;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.27092389, 108.0386855;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.27498107, 108.0442169;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.27558103, 108.0668146;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.28092874, 108.0761182;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.35852208, 108.3326036;;
"	
Khu vực sạt lở";Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;15.30712197, 107.8156808;;
"	
Khu vực sạt lở";Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;15.30229701, 107.817473;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36131199, 108.0559809;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35102479, 108.0623305;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34894475, 108.066633;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34874318, 108.0751927;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34590376, 108.0792898;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34798224, 108.0801661;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35084771, 108.0791892;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35197802, 108.0776807;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35422757, 108.0804107;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35462434, 108.0829164;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35512989, 108.0844721;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.33678161, 108.0861785;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.3552471, 108.085236;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35508404, 108.0861953;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35201861, 108.0899104;;
"	
Khu vực sạt lở";Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;15.37085611, 107.8226858;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.30343371, 108.3014049;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.30837634, 108.2955732;;
"	
Khu vực sạt lở";Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;15.18688156, 108.2281608;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.32720548, 108.1469618;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.32795415, 108.1492347;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.32887457, 108.1514333;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.33170968, 108.155645;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.33137303, 108.1588206;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.33165195, 108.160581;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36873905, 108.1424544;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36984029, 108.1446535;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.33523785, 108.1756065;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45736324, 108.134603;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45677041, 108.1283869;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.46708735, 108.1025598;;
"	
Khu vực sạt lở";Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;15.50641809, 108.1091972;;
"	
Khu vực sạt lở";Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;15.53430881, 108.0911543;;
"	
Khu vực sạt lở";Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;15.53597194, 108.0908381;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42432016, 108.2491774;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.4266369, 108.2545098;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.39723715, 108.253412;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.3972805, 108.2550237;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.24512051, 108.0956461;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.23885731, 108.0948147;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.23405812, 108.0944123;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.22823749, 108.094298;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.22126773, 108.0971154;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.21789709, 108.0955686;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.21593522, 108.0968616;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.20737467, 108.0996873;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.20662422, 108.1002826;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.19163083, 108.1164608;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.22530959, 108.1701812;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38759992, 108.1453179;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38352512, 108.1431259;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38451315, 108.1385898;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38592234, 108.1398204;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37860788, 108.1438305;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38722092, 108.1297136;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37753532, 108.1529216;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37545115, 108.1605587;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37636449, 108.1467726;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38996033, 108.1431023;;
"	
Khu vực sạt lở";Xã Tam Mỹ;Xã Tam Mỹ;Xã Tam Mỹ;Xã Tam Mỹ;15.38703036, 108.5162974;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.11179494, 108.072764;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.1092474, 108.0685858;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.4581201, 108.2814986;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.45883387, 108.281686;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.46560839, 108.2848357;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.47027834, 108.2938447;;
"	
Khu vực sạt lở";Phường An Hải;Phường An Hải;Phường An Hải;Phường An Hải;15.25289201, 107.7342203;;
"	
Khu vực sạt lở";Phường An Hải;Phường An Hải;Phường An Hải;Phường An Hải;15.29940891, 107.7394974;;
"	
Khu vực sạt lở";Phường An Hải;Phường An Hải;Phường An Hải;Phường An Hải;15.31111311, 107.7316233;;
"	
Khu vực sạt lở";Phường An Hải;Phường An Hải;Phường An Hải;Phường An Hải;15.31238717, 107.7313516;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39216509, 108.0249106;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39205608, 108.0294383;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.40455999, 108.1383702;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42134916, 108.230064;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41713978, 108.2364044;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.31369944, 108.226221;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38473947, 108.1380031;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37754448, 108.1527446;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.40148788, 108.2070585;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41853796, 108.2303964;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.40357389, 108.2089891;;
"	
Khu vực sạt lở";Xã Phước Năng;Xã Phước Năng;Xã Phước Năng;Xã Phước Năng;15.42739145, 107.8031081;;
"	
Khu vực sạt lở";Xã Phú Ninh;Xã Phú Ninh;Xã Phú Ninh;Xã Phú Ninh;15.43128807, 108.4226719;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.34118429, 108.4151231;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36095368, 108.4134018;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.26780544, 107.8665322;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.26960445, 107.8671828;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.10178363, 108.0617176;;
"	
Khu vực sạt lở";Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;15.33296837, 107.8121563;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.24617749, 107.8399669;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.2335071, 107.8552154;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.47868825, 108.168299;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.31471106, 108.2440277;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.48488815, 108.0208395;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.10235668, 108.0465626;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.37390201, 108.3029871;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.37525634, 108.3040045;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.37109303, 108.3016045;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36464133, 108.2936963;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36835539, 108.2941579;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.37407464, 108.3089025;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.27520614, 107.8637808;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.48033748, 108.3007184;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30612306, 108.1259014;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30712671, 108.1251849;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30859064, 108.12567;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30977481, 108.125382;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.31041687, 108.1247771;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.32448538, 108.1318355;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.27765033, 107.8421125;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.27771482, 107.8438443;;
"	
Khu vực sạt lở";Xã La Êê;Xã La Êê;Xã La Êê;Xã La Êê;15.69452909, 107.3384433;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.37070313, 108.1979458;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33301776, 107.8849781;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33770923, 107.8861863;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33736645, 107.8875183;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33985059, 107.8848253;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33883637, 107.8811377;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33854675, 107.8803927;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.3236383, 107.8894255;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.32519948, 107.8846005;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.3232911, 107.8820964;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.32280348, 107.8829534;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.367642, 108.1728391;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34084099, 108.1874118;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.348898, 108.1826222;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35244869, 108.1842366;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.353623, 108.1850294;;
"	
Khu vực sạt lở";Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;Xã Phước Chánh;15.34877445, 107.8738856;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.60832559, 107.850358;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.59978326, 107.8483126;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.58208574, 107.8343014;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.2982211, 108.1928585;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.29779545, 108.1938452;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.29820923, 108.1961177;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30073554, 108.201074;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30062529, 108.203048;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.29212513, 108.1871542;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30579332, 108.2146933;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30534917, 108.2160245;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30325264, 108.2156684;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30435747, 108.213416;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30429383, 108.2138071;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30528756, 108.2046542;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.30802496, 108.2155337;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33803802, 107.8931062;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33744176, 107.893656;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33972941, 107.8957132;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.3411107, 107.8924247;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.338096, 107.901237;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.32860105, 107.9113836;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.31459022, 107.9076086;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.31668606, 107.9051212;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.31902452, 107.8995231;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.32104716, 107.895322;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.32035021, 107.893199;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.32147064, 107.8925372;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.32398324, 107.8924614;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.32592579, 107.8910821;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.31689947, 107.9192112;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.73622938, 107.6513262;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.71629398, 107.6760861;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.72661391, 107.6461732;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.7181353, 107.6399363;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.71753762, 107.6392189;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.70299847, 107.6408399;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.6875226, 107.6389359;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.69922594, 107.6440653;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.69175887, 107.6429401;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.69079232, 107.6432403;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.6896292, 107.6449403;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41845672, 108.1922889;;
